"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"1419","o34xe0xzHkBq-nnHImng8xgIkzvk","E",164,"2021/1/7 17:18","2021/1/7 17:30",747,3,21900,21900,0,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,3,2,3,3,2,2,1,2,3,3,2,3,3,1,2,2,2,4,5,"",3,3,2,3,2,2,"中国","河南省","开封市","A.男",34,"C.大学专科",2,2,430,"2021/2/5 17:10","2021/2/5 17:16",355,"中国","河南省","新乡市",1,2500,2000,300,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,4,3,2,3,3,2,2,1,1,3,3,2,3,3,2,3,2,2,3,9,"",2
"1421","o34xe0y_8FmuDSunhEglurY25GEY","C",94,"2021/1/7 17:22","2021/1/7 17:24",118,3,9,8,456,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,10,"",1,1,1,1,1,1,"中国","江苏省","常州市","B.女",30,"C.大学专科",54,30,25,"2021/2/5 17:08","2021/2/5 17:10",112,"中国","江苏省","常州市",2,4789,5688,3451,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,"",62
"1425","o34xe0y-BKysEJVqsU996WuqNeAE","M",173,"2021/1/7 17:18","2021/1/7 17:33",890,2,87.6,87.6,10,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,3,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,5,6,"",2,2,2,2,2,2,"中国","福建省","三明市","A.男",33,"D.大学本科",62,62,1386,"2021/2/5 18:42","2021/2/5 18:53",669,"中国","福建省","三明市",1,88,98,8,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,"",62
"1426","o34xe0y-hLj8xeBAmA3Lm8f13aeA","E",461,"2021/1/8 12:51","2021/1/8 13:01",559,1,84,126,128,1,8,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,3,3,8,"",1,1,2,2,2,4,"中国","江苏省","南京市","A.男",31,"D.大学本科",2,62,578,"2021/2/5 17:14","2021/2/5 17:20",377,"中国","江苏省","南京市",2,32,26,90,2,NA,4,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,8,"",46
"1429","o34xe0y0g7O3JMfT1dBloIWG8va4","C",19,"2021/1/7 17:17","2021/1/7 17:19",121,2,500,800,500,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,4,11,"",2,1,2,1,2,1,"中国","陕西省","榆林市","A.男",25,"C.大学专科",62,62,26,"2021/2/5 17:09","2021/2/5 17:10",85,"中国","陕西省","西安市",1,100,60,100,1,6,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,50000,1,1,1,2,1,1,2,2,1,2,3,2,2,1,2,2,2,1,2,2,9,"",6
"1430","o34xe0y0LmJnYrQXVyF1KtNrwkGw","E",413,"2021/1/7 20:43","2021/1/7 20:51",476,2,180,360,180,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,4,9,"",1,1,1,1,1,1,"中国","广西壮族自治区","","B.女",31,"A.初中及以下",62,62,1816,"2021/2/7 4:56","2021/2/7 5:01",250,"中国","广西壮族自治区","",1,360,250,60,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,4,2,9,"",58
"1431","o34xe0y0VybNgdLTJrBCBxRqpQmE","M",182,"2021/1/7 17:15","2021/1/7 17:34",1141,2,9,18,5,2,NA,3,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,2,1,1,2,2,3,1,1,2,1,1,2,2,2,4,1,1,1,3,5,3,"",1,2,1,2,2,2,"中国","天津市","天津市","A.男",30,"D.大学本科",50,50,505,"2021/2/5 17:14","2021/2/5 17:18",251,"中国","天津市","天津市",2,18,20,100,2,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,2,2,2,2,2,3,1,2,2,1,2,2,2,2,4,1,1,1,1,5,9,"",42
"1432","o34xe0y1_trScvX6MGR6NZMPkhTM","C",148,"2021/1/7 17:17","2021/1/7 17:28",617,1,2,20,12,2,NA,4,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,2,3,2,2,1,2,2,1,1,4,2,1,1,2,4,1,"",2,3,2,2,2,3,"中国","湖南省","","B.女",28,"D.大学本科",58,62,1762,"2021/2/6 11:35","2021/2/6 11:41",363,"中国","湖南省","",2,22,60,20,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,4,5,"",58
"1433","o34xe0y1JefFfbvk4B6j7xLwyVAI","E",328,"2021/1/7 18:05","2021/1/7 18:19",835,2,60,80,150,2,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,2,3,3,2,2,2,3,2,2,3,3,3,10,"",2,3,2,2,2,1,"中国","山西省","晋城市","B.女",36,"D.大学本科",46,62,815,"2021/2/5 17:28","2021/2/5 17:30",150,"中国","山西省","",2,60,80,70,1,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,1,1,1,1,2,3,2,2,1,2,2,1,2,1,2,1,2,1,2,4,"",42
"1434","o34xe0y2BdzP7F2jGuuuQMcrkoDU","M",123,"2021/1/7 17:19","2021/1/7 17:27",502,3,100,90,10,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.6,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,6,"",1,2,2,2,2,2,"中国","黑龙江省","哈尔滨市","A.男",26,"D.大学本科",62,62,143,"2021/2/5 17:09","2021/2/5 17:12",190,"中国","黑龙江省","",2,100,100,50,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,"",62
"1435","o34xe0y39YgBGqB3l3rRfYzYecnI","C",258,"2021/1/7 17:37","2021/1/7 17:47",598,1,60,80,20,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,10,"",1,2,1,1,1,2,"中国","湖北省","","B.女",35,"B.高中/中专/技校",58,50,1283,"2021/2/5 18:19","2021/2/5 18:26",449,"中国","湖北省","",2,60,80,10,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,4,9,"",50
"1436","o34xe0y3qTyNrVN6kmQy8Wc04Vts","E",69,"2021/1/7 17:17","2021/1/7 17:23",386,1,86,80,3,1,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,1,1,1,1,2,2,4,1,1,2,2,2,1,4,1,2,2,4,3,11,"为全球变暖带来的影响做个小测试，普及知识，提高大家的认知",2,4,2,4,1,1,"中国","山东省","济南市","A.男",49,"C.大学专科",30,30,1969,"2021/2/7 12:55","2021/2/7 13:08",730,"中国","山东省","济南市",1,15,10,5,1,7,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,"",30
"1437","o34xe0y3RIj928oDve_GLwWv3ZP0","M",19,"2021/1/7 17:17","2021/1/7 17:19",109,3,6,1,5,1,6,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,9,"",1,1,1,1,1,1,"中国","河北省","沧州市","A.男",32,"C.大学专科",22,22,2035,"2021/2/7 18:02","2021/2/7 18:05",151,"中国","河北省","",1,500,800,150,1,7,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,50000,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,7,7,"",50
"1441","o34xe0y72a1AdgNB8R9k7IVdjJCE","M",156,"2021/1/7 17:24","2021/1/7 17:31",414,2,15,21,30,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"",1,1,1,1,1,1,"中国","福建省","福州市","A.男",35,"B.高中/中专/技校",62,62,887,"2021/2/5 17:12","2021/2/5 17:35",1402,"中国","福建省","三明市",2,50,40,100,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1e+05,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"",62
"1444","o34xe0y7Mv5cUfj6VjPLwb3srvxs","C",410,"2021/1/7 20:32","2021/1/7 20:42",647,2,1440,8400,700,2,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,3,3,3,2,3,4,3,"",3,3,3,2,3,1,"中国","广西壮族自治区","河池市","B.女",20,"B.高中/中专/技校",26,34,1548,"2021/2/5 20:10","2021/2/5 20:17",405,"中国","广西壮族自治区","河池市",1,24000,150000,2.4,2,NA,4,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1000,1,2,2,1,2,3,3,2,2,2,3,2,2,2,3,2,3,2,2,3,2,"",14
"1445","o34xe0y83X600Sg9vl6mdmfHaQJM","C",150,"2021/1/7 17:19","2021/1/7 17:28",531,2,20,60,20,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,1,3,1,1,4,3,1,2,1,4,3,2,4,2,2,2,4,4,1,6,"",2,2,2,2,2,2,"中国","广东省","江门市","A.男",38,"C.大学专科",62,62,282,"2021/2/5 17:10","2021/2/5 17:14",243,"中国","广东省","江门市",2,5,20,30,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,1,4,2,1,4,2,4,4,4,4,4,2,2,3,3,2,1,"",62
"1446","o34xe0y8M_sdPzUeHYqIiK5MySFQ","E",467,"2021/1/8 14:44","2021/1/8 14:46",91,2,300,260,50,2,NA,5,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,"",1,1,1,1,1,1,"中国","山西省","","A.男",31,"D.大学本科",6,2,2079,"2021/2/7 18:42","2021/2/7 18:52",611,"中国","山西省","",1,200,100,100,2,NA,5,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5000,1,2,1,1,1,1,1,1,1,4,4,3,3,4,1,1,1,1,1,1,1,"",2
"1447","o34xe0yA7DA6Y6wEoUDotxBg4nqM","M",262,"2021/1/7 17:21","2021/1/7 17:53",1922,2,100,70,50,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,2,2,2,3,2,1,2,2,2,2,2,1,1,1,3,7,6,"",2,3,3,2,2,2,"中国","广西壮族自治区","贵港市","B.女",26,"C.大学专科",62,62,78,"2021/2/5 17:08","2021/2/5 17:11",152,"中国","广西壮族自治区","南宁市",3,120,133,50,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,11,"",62
"1448","o34xe0yAO6s05vmRTpGgFbhmf6tY","E",198,"2021/1/7 17:30","2021/1/7 17:35",308,2,300,366,120,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,2,3,1,3,2,1,3,3,2,3,4,2,2,1,4,4,1,"",2,3,2,2,2,3,"中国","辽宁省","沈阳市","A.男",31,"C.大学专科",62,62,1336,"2021/2/5 18:36","2021/2/5 18:40",244,"中国","辽宁省","沈阳市",2,300,300,150,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,3,1,2,2,2,3,3,2,3,3,2,2,1,1,5,8,"",54
"1449","o34xe0yavvW6w4Wuviwhl8DcDeYU","E",256,"2021/1/7 17:43","2021/1/7 17:47",224,3,50,50,500,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,"",1,1,1,1,1,1,"中国","山东省","","B.女",38,"D.大学本科",30,30,1861,"2021/2/7 12:05","2021/2/7 12:08",187,"中国","山东省","",2,60,50,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,"",62
"1450","o34xe0yAxOsH_SRC7rDoCFGIpBJ0","M",425,"2021/1/7 22:18","2021/1/7 22:25",405,2,1280,800,1000,1,4,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2.1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,7,"",2,2,2,2,1,2,"中国","广东省","","A.男",20,"B.高中/中专/技校",14,10,2031,"2021/2/7 18:01","2021/2/7 18:03",97,"中国","广东省","",2,600,650,1200,2,NA,3,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,"",46
"1453","o34xe0ybdA5-M-HFSBKJbD1eK5-o","M",286,"2021/1/7 18:00","2021/1/7 18:02",119,3,300,300,200,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,3,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,"",3,3,3,3,3,1,"中国","重庆市","重庆市","A.男",24,"C.大学专科",62,62,1120,"2021/2/5 17:53","2021/2/5 17:56",132,"中国","北京市","北京市",3,300,300,200,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,3,5,"",38
"1455","o34xe0ycR-kFDXbhXka-IKmtbUWo","M",267,"2021/1/7 17:47","2021/1/7 17:54",428,2,20,30,5,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,3,1,2,1,1,1,2,1,2,2,1,2,1,4,3,3,"",1,2,3,2,3,2,"中国","山东省","烟台市","B.女",32,"C.大学专科",50,58,278,"2021/2/5 17:08","2021/2/5 17:14",308,"中国","山东省","青岛市",2,50,200,200,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,3,1,3,1,1,2,2,1,3,4,1,2,1,3,4,1,"",50
"1458","o34xe0yEKM-WCa2XHhPGMn_gHVlM","C",80,"2021/1/7 17:20","2021/1/7 17:23",232,3,87.6,90,200,2,NA,6,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,"",1,1,1,1,1,1,"中国","黑龙江省","","B.女",42,"B.高中/中专/技校",22,62,350,"2021/2/5 17:12","2021/2/5 17:15",144,"中国","黑龙江省","",1,200,150,50,1,4,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,"",2
"1459","o34xe0yekUL1WQJybI7N4bI9B4AI","M",363,"2021/1/7 18:59","2021/1/7 19:19",1172,3,30,35,100,2,NA,2,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,"",1,1,1,1,1,1,"中国","福建省","厦门市","A.男",25,"C.大学专科",14,50,1642,"2021/2/5 21:49","2021/2/5 21:52",175,"中国","福建省","厦门市",3,60,10,60,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,"",2
"1460","o34xe0yeogceO0zFyA1m-UX_msMI","M",132,"2021/1/7 17:20","2021/1/7 17:28",484,1,700,800,500,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.9,3,1,2,2,1,1,1,2,2,2,1,2,3,3,2,2,3,2,2,5,7,"",2,3,2,2,2,2,"中国","贵州省","遵义市","A.男",24,"A.初中及以下",62,62,2167,"2021/2/9 12:03","2021/2/9 12:06",163,"中国","贵州省","贵阳市",2,500,700,200,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7000,1,1,2,2,1,1,1,1,2,2,2,3,2,2,2,1,1,2,2,2,10,"",62
"1464","o34xe0yFZfIeJkqb0d5jwomhiQFk","E",147,"2021/1/7 17:21","2021/1/7 17:28",416,2,120,200,200,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,13,1,1,2,2,2,2,1,1,1,1,1,1,1,3,3,1,2,2,3,4,9,"",2,3,2,1,1,1,"中国","湖南省","长沙市","A.男",31,"D.大学本科",62,62,730,"2021/2/5 17:20","2021/2/5 17:26",338,"中国","北京市","北京市",2,60,80,20,2,NA,7,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11,1,1,2,2,2,2,1,1,1,1,2,2,1,3,3,1,2,1,4,4,3,"",58
"1465","o34xe0yGDY1B69lGNPIjSZPdlZMg","E",434,"2021/1/7 21:41","2021/1/7 21:53",729,2,3650,7300,365,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,9,"",1,3,1,1,1,1,"中国","陕西省","","B.女",44,"B.高中/中专/技校",62,62,1788,"2021/2/6 16:30","2021/2/6 16:38",437,"中国","陕西省","榆林市",2,365,3650,365,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,50000,1,1,2,2,2,2,2,2,1,1,2,2,1,3,3,1,1,1,1,3,9,"",62
"1466","o34xe0yHHuWzNlN_3Ap2uDX0femI","M",440,"2021/1/8 7:38","2021/1/8 7:42",262,2,10,13,4,2,NA,8,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,4,7,"",1,1,2,1,1,1,"中国","广东省","广州市","A.男",34,"D.大学本科",62,62,1723,"2021/2/6 1:38","2021/2/6 1:44",327,"中国","广东省","广州市",2,12,16,25,2,NA,8,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,1,1,1,1,2,9,"",54
"1467","o34xe0yhkQil4tMeRDAHP9b4TnCA","C",136,"2021/1/7 17:21","2021/1/7 17:26",307,3,87,87,0,2,NA,4,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9,4,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,3,2,"",3,2,2,2,1,2,"中国","浙江省","杭州市","A.男",25,"E.硕士及以上",38,42,293,"2021/2/5 17:08","2021/2/5 17:14",331,"中国","山东省","青岛市",2,70,80,10,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,30,1,1,2,2,2,2,2,1,2,2,3,2,2,4,4,1,2,1,1,5,3,"",50
"1468","o34xe0yhtW8lPhwEnzow9Ec5J9KE","C",114,"2021/1/7 17:16","2021/1/7 17:25",530,2,50,87.6,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,"",2,2,2,2,2,2,"中国","天津市","天津市","A.男",46,"B.高中/中专/技校",62,62,1724,"2021/2/6 2:20","2021/2/6 2:27",433,"中国","天津市","天津市",1,10,100,50,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,2,1,1,1,2,2,3,2,3,3,1,2,2,2,4,1,"",62
"1469","o34xe0yhU_u7MJ-D-gIT5vKkAUbQ","E",166,"2021/1/7 17:28","2021/1/7 17:31",134,3,400,360,200,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,15,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,3,9,"",1,2,1,2,1,2,"中国","湖南省","","B.女",27,"D.大学本科",2,2,1544,"2021/2/5 20:13","2021/2/5 20:15",113,"中国","湖南省","",2,360,420,308,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,"",54
"1471","o34xe0yIc3by24mcuhc0voXwUFUY","M",88,"2021/1/7 17:17","2021/1/7 17:24",409,2,600,800,360,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,2,2,3,2,1,1,1,4,2,2,4,2,2,3,3,4,5,9,"",2,2,1,2,3,3,"中国","上海市","上海市","A.男",28,"C.大学专科",34,58,1068,"2021/2/5 17:46","2021/2/5 17:49",208,"中国","上海市","上海市",2,200,400,400,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,3,2,2,3,1,3,1,2,4,3,2,4,3,2,4,3,4,6,9,"",62
