"","iid","tr","ID_tr","begin","end","duration","belief_cost","kwh_led","kwh_cfl","yuan","belief_carbon","relative_1","relative_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income","home","own_bulb","w_price","w_life","w_energy","w_carbon","w_light","w_hg","cc_belief","cc_support_1","cc_support_2","cc_support_3","cc_support_4","cc_support_5","cc_support_6","cc_action_1","cc_action_2","cc_action_3","cc_action_4","ideal","purpose","purpose_other","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2"
"1447","o34xe0w_5_oZB8tXMVJgoVjnV_ig","C",221,"2021/1/7 17:24","2021/1/7 17:37",812,2,87.6,146,29.2,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,4,9,"",2,2,2,2,2,2,"中国","北京市","北京市","B.女",33,"C.大学专科",62,62
"1448","o34xe0w_hZqMN-tS9CEzUbzoCU0k","C",141,"2021/1/7 17:20","2021/1/7 17:27",408,1,110,180,70,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,1,1,1,2,1,4,4,1,1,2,2,5,5,"",2,1,2,2,1,1,"中国","河北省","保定市","A.男",39,"B.高中/中专/技校",62,62
"1450","o34xe0w-GWpfbDPK4JE8w4cQoSdQ","C",348,"2021/1/7 18:18","2021/1/7 18:30",690,3,12,121,18,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,2,2,2,3,1,1,2,1,3,2,1,2,1,2,1,2,3,8,"",2,3,2,2,2,1,"中国","湖南省","益阳市","A.男",43,"B.高中/中专/技校",62,62
"1451","o34xe0w028cj7iHR6O5r3dBr48pE","M",158,"2021/1/7 17:21","2021/1/7 17:31",579,2,200,150,250,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,"",1,1,1,1,1,1,"中国","广西壮族自治区","梧州市","B.女",57,"B.高中/中专/技校",2,2
"1452","o34xe0w192-tr9jhw9I5z_Qw9okE","E",27,"2021/1/7 17:18","2021/1/7 17:21",189,3,30,35,1,1,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,"",1,1,1,1,1,1,"中国","浙江省","","A.男",35,"A.初中及以下",2,2
"1453","o34xe0w1keIKC5G2U1JucZ8WtRnk","E",190,"2021/1/7 17:28","2021/1/7 17:33",294,3,60,60,20,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,9,"",1,1,1,1,1,1,"中国","河北省","邢台市","B.女",40,"D.大学本科",38,62
"1454","o34xe0w1NDfaRP74EMi-DToIaGh0","C",433,"2021/1/7 22:52","2021/1/7 22:57",330,2,72,144,100,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,4,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,5,9,"",3,3,3,3,3,3,"中国","广东省","广州市","A.男",27,"D.大学本科",62,62
"1456","o34xe0w2zu4_ljd7Rp2mayl8K9Ec","E",125,"2021/1/7 17:21","2021/1/7 17:26",308,3,87.6,87.6,28,1,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,23,1,4,3,1,3,3,1,1,1,2,2,2,4,4,3,2,2,2,2,4,1,"",2,3,2,2,2,3,"中国","广东省","深圳市","A.男",33,"D.大学本科",26,2
"1457","o34xe0w3dJ-veg1z_1Pamr9yfKDs","M",431,"2021/1/7 22:56","2021/1/7 22:59",166,2,50,80,30,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,5,8,"",2,1,2,1,1,2,"中国","浙江省","杭州市","B.女",24,"D.大学本科",62,62
"1459","o34xe0w4cWjekdr2W72WzP7znDP4","C",352,"2021/1/7 18:34","2021/1/7 18:38",237,2,100,1000,100,2,NA,3,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,"",1,3,2,2,2,2,"中国","广东省","","A.男",22,"D.大学本科",14,14
"1460","o34xe0w59Sv2XpBpbiqaBygBsFKk","E",309,"2021/1/7 18:05","2021/1/7 18:10",266,3,150,150,150,2,NA,8,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,15,4,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,3,"",2,2,2,2,2,2,"中国","江苏省","","A.男",24,"D.大学本科",2,2
"1463","o34xe0w6MhvpZ8928Z9aW_lY5fi4","M",67,"2021/1/7 17:17","2021/1/7 17:22",334,3,100,80,20,1,2,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,"",2,3,3,3,3,3,"中国","湖南省","常德市","B.女",30,"C.大学专科",18,62
"1464","o34xe0w6Q1D_sK7Fpi1g7UUwlvHc","E",61,"2021/1/7 17:20","2021/1/7 17:23",169,2,60,80,200,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,3,3,1,2,1,1,1,1,1,1,1,1,1,3,3,5,8,"",1,1,1,1,1,1,"中国","黑龙江省","哈尔滨市","B.女",44,"D.大学本科",62,62
"1465","o34xe0w719VN9TvN32IjwO4-MTPM","C",165,"2021/1/7 17:18","2021/1/7 17:29",644,3,87,88,1.5,1,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,3,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,3,1,"",2,2,1,1,2,1,"中国","广东省","","A.男",24,"C.大学专科",2,2
"1466","o34xe0w8z6v7y8st4ThtDG9NKzzY","C",336,"2021/1/7 18:14","2021/1/7 18:24",583,3,12,14,36,1,8,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,4,2,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,9,"",1,1,1,1,1,1,"中国","广东省","","A.男",51,"B.高中/中专/技校",2,2
"1467","o34xe0w99tHfoswK_U2v68unc0ko","M",253,"2021/1/7 17:41","2021/1/7 17:49",504,1,40,60,200,1,3,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,5,"",1,1,2,1,2,1,"中国","内蒙古自治区","","B.女",26,"D.大学本科",62,62
"1468","o34xe0w9geCwupYf7mpxlp3sn0vo","C",268,"2021/1/7 17:47","2021/1/7 17:53",356,1,87.6,87.6,0,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,14,3,4,1,1,3,2,2,1,2,1,1,1,1,1,1,1,2,1,2,5,2,"",2,2,3,2,3,3,"中国","北京市","北京市","B.女",26,"C.大学专科",30,30
"1472","o34xe0waBPv5Qddv1oTFe95SpKSU","C",276,"2021/1/7 17:51","2021/1/7 17:56",293,3,36,36,100,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,1,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,"",3,3,3,3,3,3,"中国","北京市","北京市","A.男",26,"A.初中及以下",62,62
"1474","o34xe0wArETzI9wkYX-UYpvZnzfg","C",273,"2021/1/7 17:36","2021/1/7 17:55",1097,1,40,25,20,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,10,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,3,5,9,"",2,2,3,2,2,2,"中国","广东省","","B.女",37,"C.大学专科",22,22
"1475","o34xe0waRkO4ar76w6zBSC2NDvZg","C",99,"2021/1/7 17:18","2021/1/7 17:24",395,3,0,0,0,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,9,4,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,1,4,2,10,"",2,3,2,2,2,2,"中国","江西省","","B.女",27,"E.硕士及以上",50,50
"1476","o34xe0wBHdCdd6Eb1MNeO3KqC1Os","E",347,"2021/1/7 18:22","2021/1/7 18:30",471,3,90,90,200,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,11,"全球变暖的影响",2,2,1,1,1,2,"中国","江苏省","",NA,NA,NA,62,62
"1477","o34xe0wBiEBetbwCy4mQu7gOGxXI","C",370,"2021/1/7 19:03","2021/1/7 19:07",292,3,60,50,15,2,NA,4,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,4,9,"",1,2,1,1,2,1,"中国","江苏省","","B.女",36,"C.大学专科",50,30
"1479","o34xe0wbulrItv5frxkYLmAUBErU","C",426,"2021/1/7 21:57","2021/1/7 22:02",277,2,86,100,8,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,"",1,2,1,1,1,2,"中国","重庆市","重庆市","B.女",25,"D.大学本科",50,46
"1480","o34xe0wC6tND1MNsO9ja_D6j_WUs","C",72,"2021/1/7 17:21","2021/1/7 17:23",112,3,36000,30000,4000,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,7,"",3,3,1,3,1,1,"中国","广东省","佛山市","B.女",21,"D.大学本科",2,2
"1482","o34xe0wDbJ9R_ReohCfeqXSrY7HU","M",266,"2021/1/7 17:23","2021/1/7 17:54",1886,3,22,21,60,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,2,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,3,5,"",2,2,2,2,2,2,"中国","湖北省","随州市","B.女",31,"D.大学本科",10,2
"1484","o34xe0wDzL1vv3ZbpCIvkMUkE140","M",435,"2021/1/8 0:30","2021/1/8 0:39",512,1,1000,600,500,1,6,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,1,2,1,1,2,1,2,1,2,3,1,1,1,3,5,2,"",1,2,1,2,2,3,"中国","湖南省","衡阳市","A.男",34,"D.大学本科",2,62
"1485","o34xe0weaGje0_0GIKFWaBMr1c-k","M",211,"2021/1/7 17:23","2021/1/7 17:39",953,1,25,30,45,1,7,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,"",1,1,1,1,1,1,"中国","辽宁省","沈阳市",NA,NA,NA,30,62
"1486","o34xe0wEFEXB3cUx4PjwWRw31OJU","E",333,"2021/1/7 18:17","2021/1/7 18:23",354,3,40,35,5,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,"",1,2,2,2,3,2,"中国","陕西省","咸阳市","A.男",30,"B.高中/中专/技校",2,2
"1487","o34xe0wEgoluIlt67ac7dzD72nK0","E",155,"2021/1/7 17:18","2021/1/7 17:29",680,1,240,120,180,1,5,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,9,"",1,2,3,2,2,2,"中国","北京市","北京市","B.女",35,"E.硕士及以上",58,62
"1488","o34xe0wEJyX_Rg_medZeLw6Gm76M","M",292,"2021/1/7 17:59","2021/1/7 18:04",323,1,1000,1000,1500,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,8,1,2,1,1,1,2,1,1,3,1,1,1,2,1,1,2,1,1,3,2,5,"",1,1,1,1,1,1,"中国","河南省","","A.男",59,"B.高中/中专/技校",6,10
"1489","o34xe0wfLP8T1LnYBCo47xkilzX8","E",367,"2021/1/7 18:43","2021/1/7 18:56",740,1,6000,3000,3000,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,10,1,1,2,1,2,1,2,1,1,2,2,2,2,4,4,2,1,2,2,5,5,"",2,2,2,2,2,4,"中国","广东省","揭阳市","A.男",34,"D.大学本科",30,30
"1490","o34xe0wfQpHHNsnSkbLhBStHZwdc","M",258,"2021/1/7 17:45","2021/1/7 17:52",382,3,300,300,100,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40,2,1,2,2,1,1,2,1,3,2,2,2,2,2,1,1,2,2,3,6,9,"",2,3,2,2,2,2,"中国","广东省","东莞市","B.女",36,"A.初中及以下",38,62
"1492","o34xe0whcyftaJerqTtePf_ySwMg","M",422,"2021/1/7 22:14","2021/1/7 22:17",153,3,365,350,50,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,3,"",1,2,1,1,2,1,"中国","山东省","","B.女",32,"D.大学本科",2,2
"1493","o34xe0wHD_F3c5QVjzD620cciMtU","C",368,"2021/1/7 18:58","2021/1/7 19:00",151,1,100,100,100,1,6,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,"",1,1,1,1,1,1,"中国","山东省","淄博市","A.男",58,"C.大学专科",10,22
"1495","o34xe0wi3WuBx_BSBB8vbgY_bfrs","E",4,"2021/1/7 17:17","2021/1/7 17:18",78,2,5,6,10,2,NA,4,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,15,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,"",2,2,2,2,2,2,"中国","河北省","邢台市","A.男",39,"C.大学专科",6,22
"1496","o34xe0wIalKJU3TiAZZmMNjv2Cts","C",286,"2021/1/7 17:54","2021/1/7 17:59",307,2,100,300,200,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,8,"",1,1,1,1,1,1,"中国","江苏省","","A.男",43,"B.高中/中专/技校",62,62
"1498","o34xe0wIdhMehPEqwkpvPGS2c8rg","C",391,"2021/1/7 19:27","2021/1/7 19:35",452,3,50,50,10,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,1,2,1,2,2,1,1,2,2,2,2,3,3,3,1,2,1,2,5,1,"",2,3,3,2,2,3,"中国","山东省","","B.女",33,"A.初中及以下",30,30
"1502","o34xe0wiUkDM7vtSJI6IkPFU_1-c","E",412,"2021/1/7 20:44","2021/1/7 20:48",257,2,20,50,30,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,4,2,2,2,2,3,3,3,1,2,1,2,2,2,2,1,1,1,3,5,9,"",2,3,2,2,2,2,"中国","湖北省","孝感市","B.女",24,"D.大学本科",50,2
"1506","o34xe0wjR_cInmpbr5EFwOrVrbrY","C",196,"2021/1/7 17:19","2021/1/7 17:34",887,3,70,70,10,2,NA,9,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,6,9,"",4,4,2,2,2,2,"中国","广东省","","A.男",32,"D.大学本科",62,34
"1508","o34xe0wKdhIBEAGqW6wazmLRqoYo","M",105,"2021/1/7 17:16","2021/1/7 17:25",556,2,50,87,20,2,NA,5,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,1,1,3,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,6,9,"",1,4,2,1,1,2,"中国","北京市","北京市","A.男",34,"D.大学本科",54,62
"1512","o34xe0wL5Lg-b-Hrk3Y0vi1hoYSw","E",162,"2021/1/7 17:18","2021/1/7 17:30",737,3,150,150,150,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,25,2,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,4,9,"",2,2,2,2,2,2,"中国","广东省","东莞市","B.女",32,"C.大学专科",38,34
"1513","o34xe0wl7v7DIiwvqWdPxgOIoHAc","C",458,"2021/1/8 12:57","2021/1/8 13:01",242,2,300,400,100,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,9,"",2,2,2,1,2,3,"中国","四川省","成都市","B.女",24,"D.大学本科",62,62
"1514","o34xe0wL908wqFk5NQrDeNJvLQ0Q","E",325,"2021/1/7 18:10","2021/1/7 18:17",426,1,60,60,60,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,9,"",1,2,2,1,2,2,"中国","山东省","烟台市","B.女",54,"C.大学专科",58,46
"1515","o34xe0wlA9xISnI2XLY6G4xIAKww","C",248,"2021/1/7 17:19","2021/1/7 17:44",1516,1,87.6,87.6,0,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,3,1,2,2,3,3,2,3,2,1,3,3,2,3,3,1,3,1,4,4,1,"",2,2,3,2,2,3,"中国","陕西省","","A.男",30,"D.大学本科",34,34
"1516","o34xe0wLb795lmlO2b2JNY2Z7_ug","C",255,"2021/1/7 17:21","2021/1/7 17:47",1540,1,87.6,87.6,43.8,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,12,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,"",2,3,2,2,2,2,"中国","北京市","北京市","B.女",30,"E.硕士及以上",2,2
"1517","o34xe0wlCOFTKW92s7y9Su6Y87FA","C",212,"2021/1/7 17:35","2021/1/7 17:36",66,3,50,50,600,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0.5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,"",1,1,1,1,1,1,"中国","湖南省","","A.男",57,"B.高中/中专/技校",2,6
"1520","o34xe0wlxpANUz7yyE2m-PlG19qU","C",48,"2021/1/7 17:17","2021/1/7 17:21",233,1,100,60,50,1,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,"",1,2,2,2,2,2,"中国","福建省","泉州市","B.女",32,"D.大学本科",2,2
"1521","o34xe0wmHT6feu5_-7Bd2kOZDYaw","E",161,"2021/1/7 17:17","2021/1/7 17:30",781,2,11520,14400,37440,2,NA,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,4,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,5,7,"",2,3,2,2,2,2,"中国","江苏省","",NA,NA,NA,58,50
"1523","o34xe0wMZP1t5R5IIVn5JAlthbd0","E",466,"2021/1/8 14:39","2021/1/8 14:45",324,2,150,100,50,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,2,4,2,1,1,2,2,2,1,1,1,1,1,3,3,1,2,2,2,4,9,"",3,3,2,2,3,2,"中国","内蒙古自治区","赤峰市","A.男",29,"E.硕士及以上",34,42
"1524","o34xe0wnnjSrW6N43M8cyNJXM0LQ","M",159,"2021/1/7 17:26","2021/1/7 17:31",317,2,1,1,50,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,1,1,1,1,1,3,2,3,2,2,2,2,2,3,3,2,3,2,3,4,3,"",2,3,2,2,2,1,"中国","北京市","北京市","A.男",33,"D.大学本科",50,38
"1528","o34xe0wOCzJjJFCXxuo3tUseB-_8","C",400,"2021/1/7 20:00","2021/1/7 20:02",132,1,30,30,50,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,1,3,3,3,3,3,3,2,1,2,2,2,2,2,3,3,1,3,3,7,"",1,3,1,3,1,3,"中国","浙江省","","B.女",23,"D.大学本科",46,46
"1530","o34xe0wOwTsZnZCrYbv1LwBzS7WU","M",133,"2021/1/7 17:22","2021/1/7 17:28",376,3,15,15,100,1,4,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,4,2,2,2,2,3,2,2,1,2,2,2,2,2,3,1,2,1,2,5,1,"",2,2,2,2,2,1,"中国","福建省","","A.男",36,"B.高中/中专/技校",26,62
"1531","o34xe0wp-FU3eW39iftUcu0cyazo","E",449,"2021/1/8 7:51","2021/1/8 7:55",242,2,180,240,500,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6,"",1,1,1,1,1,1,"中国","广东省","","A.男",30,"D.大学本科",62,62
"1533","o34xe0wrmJ1F0s_VZiPG2U8xcFwc","C",443,"2021/1/8 8:08","2021/1/8 8:13",283,1,60,60,1000,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,"",1,1,1,1,1,1,"中国","北京市","北京市","A.男",36,"B.高中/中专/技校",50,50
"1535","o34xe0wrrfKG4STUqWgIAFNN21TY","C",195,"2021/1/7 17:16","2021/1/7 17:34",1073,1,85,80,5,2,NA,4,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.5,3,1,2,2,1,2,2,2,1,1,1,3,2,2,2,1,2,2,2,3,3,"",2,2,1,1,3,2,"中国","上海市","上海市","A.男",27,"B.高中/中专/技校",34,34
